didn't really eat lunch,Vitamins,espresso,Caffeine,Had candy,Cannabis,Naproxen,Ambien CR,didn't eat breakfast,snack lunch,tumeric extract,fuck yeah avocado,Soluble Aspirin,ate breakfast,Slept a lot,gluten free,busy,Prednisone,smoothie,ramen,avocado,ice cream bar,Snooze,ate dairy,dairy,Netflix day,Turmeric,DEHA,Vitamin b complex,8 hours sleep,coffee,Aloe Detox Water,Mt. Si ACDC 2x Coco Caps,sitting,therapy session,creative writing,ate badly,Candy,Fluids,Methylcobalamine,siracha,slept 12 hours,Panamax,THC,Famotidine,playing music,Swimming,grilled cheese,Allegra,Flexeril,Slept most of the day,Goth clubbing,shopping,new environment,Fish oil,Chocolate after 6pm,Rest,12K Steps,cuddled kitten,Post-op ice device,ate meat,AOR Zinc-Copper Balance,masturbated,gardening,Dancing,Language Learning,church,bacon,Played Go fish,sex,tumblr,Aromatherapy,slept 7 hours,fast food,Had peach soda,knitting,took a bath ,ice cream,ASMR,Claritin,Went to a party,Strattera,Low oxalate,Medical Marijuana,Read comics,Zofran,Topamax,Hydroxyzine,Synthroid,12 hours sleep,meds,Dexedrine,>50 oz water,SPD alternative treatments,yogurt,ate popcorn,worked out,exercise,Veggies,Superlong nap,Slept well,Off work,Pet Therapy,Medical marijuana,eat two Luna bars,Buffered Salmon Oil - DHA - EPA,Quiet,Astelin,breathing exercises,antihistamines,listen to music ,Ropinirole,grapes,Tavegyl,Daytime nap,Sisu B Calm,Meditation,slept 11 hours,Vitamin C,Klonopin,Medication,CBD,mass transit,LUSH acne spot-treatment,studied,flaxseed and fybogel,Clonazepam,Vitamin b12,bed late,Vitamin d,Ice pack,Ate junk food,Canadian Bacon,massage,Hiked,no breakfast,hiking,physical therapy,little breakfast,8.5 hours sleep,Didn't shower,had sex,Acetyl Carnitine,Acupuncture,Extra Medications,N-Acelcysteine,trying to clean the house,9 hours sleep,Creatine,Biosil,Diphenhydramine,Infection,Therapy,Weather- rain,music,slept late,CoQ10,social gathering,Work,slept in,gluten,Trigger Points,ate eggs,gardened,crafting,skipped lunch,small breakfast,Deep rest,Rather bad sleep,Massage ,bunny cuddles,worked,Thyroid-Pro (CanPrev),rebounding,canned vegetable beef soup,Swept,Went to the store,Snacks,stool softener,banana,shower,donut,Allergy Shots,gluten free prezels,long sleep,Zinc,lifting things,Melatonin,Nortriptyline,ate dinner,TENS Unit,10.5 hours sleep,Triamcinolone,Alcohol,allergy shot,slept 8 hours!,Texted friend,marijuana,Sunlight,Nap,Light dinner,Cefaly Unit,prayer,birth control,breakfast,Magnesium glycinate,5-htp,Ventolin,Lithium,chinese takeout,lifted weights,B12 timed release,sugar,travel,no sleep,Tylenol 3,ate little,eye ointment,Daily walk,hot,Exercise--walking,no lunch,did some homework,party,Tetralabs Gold Caps,pizza,laundry,strapping of shoulder,Nasonex,eggs,Codeine,Coffee,exercised,Essential oils,heating pads,Norco,Adderall,goat cheese,popcorn,archery,Weeded garden,Singulair,grocery shopping,8.75 hours sleep,walked,cooked breakfast,Heating Pad,Arby's,nachos,Singing,row
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,bacon
,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Played Go fish
,,,,,,0.0,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sex
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tumblr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aromatherapy
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,slept 7 hours
0.0,,,,,,,,0.0,,,,,0.000118322191736,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,2.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,0.0,,,,,2.0,,,,,,,,,,,,0.471334797315,,,2.0,0.0,,,,2.0,,,0.0,,,,,,,,,,,,2.0,0.0176111690241,,,,,fast food
,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Had peach soda
,,,2.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,2.0,knitting
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,took a bath 
,,,2.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,2.0,ice cream
,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,0.0,2.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,2.0,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,ASMR
,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,2.0,,,-2.22044604925e-16,1.9518802495,,,,,0.0,,,,,,2.0,,,0.0,-2.22044604925e-16,,,,9.16487681046e-06,,,0.0,2.0,,0.000620877414457,0.0,0.0,,2.0,0.0,,,,,,,,2.0,,,,,2.0,,,,,,,,,9.16487681046e-06,,,,0.0,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,-2.22044604925e-16,,,,,,,2.0,,,1.98955567719,-2.22044604925e-16,0.0230122061351,,0.0,2.0,,,2.0,,0.000620877414457,2.0,-2.22044604925e-16,0.0,,,,,,,0.0,,2.0,,,,2.0,,,,1.97966219944,,,,,,,,,0.0,2.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,,,0.0,,,,0.0,,,-2.22044604925e-16,,-2.22044604925e-16,,,,2.0,,0.0,2.0,2.0,,,0.0,,,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,,,,,,,,,,0.0,,,,,1.81554209924,,,,2.0,0.0,-2.22044604925e-16,,,,,,0.0,0.0,,,2.0,,,-2.22044604925e-16,,0.0,,,,,,,Claritin
,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Went to a party
,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,2.0,,,9.16487681046e-06,1.95318362156,,,,,0.0,,,,,,2.0,,,0.0,9.16487681046e-06,,,,3.33066907388e-16,,,0.0,2.0,,0.000479192675409,0.0,0.0,,2.0,0.0,,,,,,,,2.0,,,,,2.0,,,,,,,9.16487681046e-06,,,,,,0.0,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,9.16487681046e-06,,,,,,,2.0,,,1.98892945125,9.16487681046e-06,0.022107975799,,0.0,2.0,,,2.0,,0.000479192675409,2.0,9.16487681046e-06,0.0,,,,,,,0.0,,2.0,,,,2.0,,,,1.97879415827,,,,,,,,,0.0,2.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,,,0.0,,,,0.0,,,9.16487681046e-06,,9.16487681046e-06,,,,2.0,,0.0,2.0,2.0,,,0.0,,,,,0.0,,9.16487681046e-06,9.16487681046e-06,,,,,,,,,,,0.0,,,,,1.81801221303,,,,2.0,0.0,9.16487681046e-06,,,,,,0.0,0.0,,,2.0,,,9.16487681046e-06,,0.0,,,,,,,Strattera
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low oxalate
,0.0,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,2.0,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,0.0,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,Medical Marijuana
,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read comics
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,0.0,0.0,,0.0,2.0,,,2.0,,0.0,2.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,2.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,Zofran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,Topamax
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,0.0,0.0,,0.0,2.0,,,2.0,,0.0,2.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,2.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,Hydroxyzine
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,Synthroid
,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,0.0,2.0,,,,,0.0,,,,,,2.0,,,,0.0,,,,0.0,,,0.0,2.0,,0.0,0.0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,0.0,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,2.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,0.0,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,2.0,,,2.0,2.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,2.0,,0.0,,,,,,,,,,2.0,,,0.0,,0.0,,,,,,,12 hours sleep
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,0.0,0.0,,0.0,2.0,,,2.0,,0.0,2.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,2.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,meds
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dexedrine
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,>50 oz water
,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,0.0,2.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2.0,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,SPD alternative treatments
,,,2.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,2.0,yogurt
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,ate popcorn
,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,worked out
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,exercise
,,,0.0,,,,,,2.0,,,,,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,0.0,Veggies
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,Superlong nap
,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Slept well
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,Off work
,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,0.0,2.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,Pet Therapy
,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,0.0,2.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,Medical marijuana
